conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.00726E+18,Wed Jul 17 01:01:43 +0000 2024,0,@call_me_why @IsraeliPM @Staquf @nu_online Baru tau saya kalau PBNU ternyata ingin bersahabat dengan Israel. ,1.81338E+18,,call_me_why,in,404 Not Found,0,0,0,https://x.com/rajaonan/status/1813378516400099597,2177741178,rajaonan
1.81281E+18,Wed Jul 17 01:01:10 +0000 2024,0,@Generasi_MudaNU Makanya segera agendakan Muktamar Luar Biasa - Pecat semua pengurus PBNU - Kembali ke khittah Kl byk yg diam bisa dianggap membiarkan (bahkan membenarkan) gk sih!?,1.81338E+18,,Generasi_MudaNU,in,,0,0,0,https://x.com/rizz450/status/1813378375555432640,1.68821E+18,rizz450
1.81316E+18,Wed Jul 17 00:59:30 +0000 2024,0,@Ekhard2 @geloraco PBNU nya bang,1.81338E+18,,Ekhard2,in,"Sampang, Indonesia",0,0,0,https://x.com/achfaisolhadi/status/1813377954854105096,1.51921E+18,achfaisolhadi
1.81338E+18,Wed Jul 17 00:58:15 +0000 2024,0,Jokowi Respons Warga NU Temui Presiden Israel Isaac Herzog dan PBNU Minta Maaf BACA SELENGKAPNYA DISINI ⬇️⬇️⬇️ https://t.co/qGyv81669o,1.81338E+18,,,in,Indonesia,0,0,0,https://x.com/telisik_id/status/1813377641539588508,1.23477E+18,telisik_id
1.81338E+18,Wed Jul 17 00:56:45 +0000 2024,0,Atas izin PBNU.. innalillahi.. sudah mati marwah NU yg sebenarnya..,1.81338E+18,,,in,Indonesia,0,0,0,https://x.com/DianGara/status/1813377265432240226,82343548,DianGara
1.81338E+18,Wed Jul 17 00:56:22 +0000 2024,0,untuk @PBNU_164 @nahdlatululama @KetumPBNU kembalilah ke jalan yang benar sebelum jatuh hukum karman-Nya.,1.81338E+18,,,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/AtokSsk/status/1813377169164587020,99851231,AtokSsk
1.81338E+18,Wed Jul 17 00:56:00 +0000 2024,0,Isi Permintaan Maaf PBNU Terkait Lima Nahdliyin Bertemu Presiden Israel Viral di Media Sosial Gus Yahya: Ini Tidak Patut.... https://t.co/Uqlvlbe9sD,1.81338E+18,,,in,Jakarta,0,0,0,https://x.com/Kilat_com/status/1813377074952061014,174631261,Kilat_com
1.81302E+18,Wed Jul 17 00:53:19 +0000 2024,0,@dawiguna @tvOneNews @nu_online Makanya segera agendakan Muktamar Luar Biasa - Pecat semua pengurus PBNU - Kembali ke khittah dulu,1.81338E+18,,dawiguna,in,,0,0,0,https://x.com/rizz450/status/1813376400101110061,1.68821E+18,rizz450
1.81317E+18,Wed Jul 17 00:53:15 +0000 2024,0,@jilulisme Saya yg berkultur NU tapi bukan NU semakin merasa NU itu menjadi buta . Apa yg dipertontonkan PBNU mulai dari jaman Gusdur sampai sekarang lambat laun membuat NU=PBNU apapun pembelaan yg mengaku NU tapi gak setuju dengan yg disebut sbgai oknum ,1.81338E+18,,jilulisme,in,Indonesia,0,0,0,https://x.com/DedenFitri/status/1813376385257501110,1.66596E+18,DedenFitri
1.81338E+18,Wed Jul 17 00:51:32 +0000 2024,1,PKB soal PBNU Sanksi 5 Kader Terkait Israel: Publik Tahu Akan Nilai https://t.co/eWxatRNSEW,1.81338E+18,,,in,,0,5,1,https://x.com/CNNIndonesia/status/1813375951864242360,17128975,CNNIndonesia
1.81338E+18,Wed Jul 17 00:50:50 +0000 2024,0,Ketua Umum Pengurus Besar Nahdlatul Ulama (PBNU) Yahya Cholil Staquf menilai tindakan kelima orang NU yang melakukan hubungan dengan Israel tidak patut. https://t.co/ni1lbi8sav,1.81338E+18,,,in,,0,0,0,https://x.com/winarto_sarsidi/status/1813375776315920594,1485686930,winarto_sarsidi
1.81338E+18,Wed Jul 17 00:50:14 +0000 2024,0,Ketum PBNU Ungkap Gerakan Lobi-lobi Israel di Indonesia https://t.co/quRsokp07o,1.81338E+18,,,in,,0,0,1,https://x.com/CNNIndonesia/status/1813375623496364441,17128975,CNNIndonesia
1.81305E+18,Wed Jul 17 00:49:14 +0000 2024,1,@BudiantoBu56333 @ivan_mohc @Hamaspesek PBB aja dibilang hoax sama orang-orang tolol lokal yg islamphobia pokoknya yg real cuma Abu Janda aja sama pengurus PBNU infonya ,1.81338E+18,,BudiantoBu56333,in,,0,0,0,https://x.com/Tuah_Raya/status/1813375372718911651,1.72316E+18,Tuah_Raya
1.81281E+18,Wed Jul 17 00:47:49 +0000 2024,0,@Arivrahmanovic @slump_76 @Generasi_MudaNU @muhammadiyah @PBNU_164 Otak buthek bin dangkal ,1.81338E+18,,Arivrahmanovic,in,,0,1,0,https://x.com/AlAlghazza/status/1813375015817236934,1.61363E+18,AlAlghazza
1.81337E+18,Wed Jul 17 00:45:17 +0000 2024,2, Ditanyakan saja ke PBNU. Karena sikap pemerintah itu jelas sesuai pembukaan UUD 1945. Jelas sekali. Jadi tolong ditanyakan ke PBNU kata Jokowi. | #Jokowi #PBNU https://t.co/7fHATZ7PxZ,1.81337E+18,https://pbs.twimg.com/media/GSpmIJMaMAAP0vR.jpg,,in,Jakarta,0,1,0,https://x.com/kompascom/status/1813374378866033009,23343960,kompascom
1.81335E+18,Wed Jul 17 00:45:10 +0000 2024,0,@tanyakanrl Isi Permintaan Maaf PBNU Terkait Lima Nahdliyin Bertemu Presiden Israel Viral di Media Sosial Gus Yahya: Ini Tidak Patut.... https://t.co/FX34huLRnq,1.81337E+18,,tanyakanrl,in,Indonesia,0,0,0,https://x.com/SibinWatchDog/status/1813374347735904337,1.22327E+18,SibinWatchDog
1.81326E+18,Wed Jul 17 00:44:48 +0000 2024,0,@Sam_Ardi Supoyo panas gawe twit seng ngancam2 PBNU koyo wingi Sam. Mesti panas tur rame. Nek kata² mutiara biasane ga pati onok seng komen.,1.81337E+18,,Sam_Ardi,in,,0,0,0,https://x.com/AliKarimi_23/status/1813374257067606192,1.69092E+18,AliKarimi_23
1.81284E+18,Wed Jul 17 00:42:36 +0000 2024,0,@VIVAcoid Lima tokoh muda NU akan diusut oleh PBNU saya rasa hanya untuk menenangkan gejolak di masyarakat karena mustahil 5 tokoh muda itu bergerak atas inisiatif mereka sendiri tanpa ada koordinasi terlebih dahulu dengan PBNU.,1.81337E+18,,VIVAcoid,in,,0,0,0,https://x.com/Bagol91375512/status/1813373705202077885,1.43391E+18,Bagol91375512
1.81337E+18,Wed Jul 17 00:41:27 +0000 2024,0,Kalo mereka memang mencatut nama NU harusnya dipenjarakan. Kalo ketua penuh malah membela mereka dg alasan blm cukup umur maafkanlah artinya pbnu merestui !,1.81337E+18,,,in,,0,0,0,https://x.com/gurutua7/status/1813373415992217967,3255604790,gurutua7
1.81316E+18,Wed Jul 17 00:41:25 +0000 2024,1,@kretekmantab @msaid_didu KALAU KADER SEPERTI INI TIDAK DIPECAT MEMANG MEREKA BERANGKAT SEPENGETAHUAN PENGURUS PBNU.,1.81337E+18,,kretekmantab,in,,0,0,0,https://x.com/AkuanBudiman/status/1813373405112279074,1.5355E+18,AkuanBudiman
1.81317E+18,Wed Jul 17 00:38:54 +0000 2024,0,@Metro_TV Jawabannya setiap Pejabat PBNU ngawur dan nyeleneh... beda beda semua....hahahaha,1.81337E+18,,Metro_TV,in,"Penjaringan, Indonesia",0,0,0,https://x.com/dedeesetyaa/status/1813372774599282746,1.60377E+18,dedeesetyaa
1.81337E+18,Wed Jul 17 00:37:13 +0000 2024,1,Tol Laut Pelni Tak Sekadar Turunkan Biaya Logistik. Yati Onad Pagii PBNU Samsung A35 Muhammadiyah https://t.co/8Jar07SHM4,1.81337E+18,https://pbs.twimg.com/ext_tw_video_thumb/1813372317306847232/pu/img/tJydi5s56AjmeOj0.jpg,,in,,0,0,1,https://x.com/izzatyindrasti/status/1813372347904323906,1.79059E+18,izzatyindrasti
1.81328E+18,Wed Jul 17 00:36:54 +0000 2024,0,@lilaccountz PBNU gapeduli mba mereka lebih peduli CITRA NU yg dirusak..,1.81337E+18,,lilaccountz,in,Jakarta timur,0,0,0,https://x.com/new_mo_imron/status/1813372268481061205,1925033822,new_mo_imron
1.81281E+18,Wed Jul 17 00:35:39 +0000 2024,0,@dawiguna @Generasi_MudaNU Yg perlu lu tanyain tuh PBNU nya ini kejadian kader NU kesana bukan sekali loh? Dongok lu,1.81337E+18,,dawiguna,in,Surabaya,0,0,0,https://x.com/cicakganteng/status/1813371952800899275,124210773,cicakganteng
1.81337E+18,Wed Jul 17 00:35:07 +0000 2024,3, Pertama sepatutnya saya mohon maaf kepada masyarakat luas seluruhnya. Bahwa ada beberapa orang dari kalangan Nahdlatul Ulama yang tempo hari pergi ke Israel melakukan engagement di sana ujar Ketua Umum Pengurus Besar Nahdlatul Ulama (PBNU) Yahya Cholil Staquf | #PBNU #Israel https://t.co/BYfqjxPoUK,1.81337E+18,https://pbs.twimg.com/media/GSpjC2rbcAAfqms.jpg,,in,Jakarta,2,9,1,https://x.com/kompascom/status/1813371818587386224,23343960,kompascom
1.81316E+18,Wed Jul 17 00:35:02 +0000 2024,0,@zer0failed KECOAK KECOAK PERUSAK NAMA BESAR PBNU.,1.81337E+18,,zer0failed,in,,0,0,0,https://x.com/AkuanBudiman/status/1813371797703631188,1.5355E+18,AkuanBudiman
1.81337E+18,Wed Jul 17 00:32:40 +0000 2024,0,Gimana ini guusss gusss @YahyaCStaquf PBNU perlu evaluasi total mulai dari nilai-nilai luhur tujuan organisasi nilai moril hingga level tata kelola manajemen Jangan sampai kebodohan pengurus menyakiti Nahdliyyin garis lurus. Dan akhirnya musuh NU bersorak gembira https://t.co/dD3LeJMFtJ,1.81337E+18,https://pbs.twimg.com/media/GSpjf1_bAAAaFeV.jpg,,in,Bandung,0,0,0,https://x.com/oemarjabaril/status/1813371202322223306,1355920933,oemarjabaril
1.81281E+18,Wed Jul 17 00:31:49 +0000 2024,0,@benkbenkkkkk @Zeent29 @slump_76 @Generasi_MudaNU @muhammadiyah @PBNU_164 Kalau lu pinter setidaknya mau beradu argumentasi gak cuman nyocot gak jelas menyedihkan sekali hidupmu cil,1.81337E+18,,benkbenkkkkk,in,"Islamabad, Pakistan",0,1,0,https://x.com/Arivrahmanovic/status/1813370992066175016,1.50769E+18,Arivrahmanovic
1.81337E+18,Wed Jul 17 00:30:45 +0000 2024,0,Jelas ini namanya mata-mata asing kok dibiarkan negara bahkan ketua PBNU mengatakan dulu dirinya ke Israel untuk urusan pribadi. Jadi kurang jelas apalagi ini namanya. Kalau di negara lain pasti sudah diamankan oleh intelijen negara yang seperti ini. Di Wakanda kok dibiarin ️ https://t.co/xalkNGFkvO,1.81337E+18,https://pbs.twimg.com/media/GSpjD1nbEAAwIXK.jpg,,in,"Kota Jambi, Jambi",0,1,1,https://x.com/AdePhanay/status/1813370721026068512,1.65507E+18,AdePhanay
1.81317E+18,Wed Jul 17 00:27:51 +0000 2024,0,@AraituLaki Ketua PBNU aja minta maaf karena yg dilakukan kadernya salah kok bisa orang luar NU muji dan bilang cerdas ,1.81337E+18,,AraituLaki,in,,0,1,0,https://x.com/skynight002/status/1813369993553477861,1.1643E+18,skynight002
1.81337E+18,Wed Jul 17 00:15:18 +0000 2024,3,PKB soal PBNU Sanksi 5 Kader Terkait Israel: Publik Tahu Akan Nilai https://t.co/GoYcIUDdM0,1.81337E+18,,,in,,0,0,2,https://x.com/CNNIndonesia/status/1813366831912198247,17128975,CNNIndonesia
1.81337E+18,Wed Jul 17 00:14:59 +0000 2024,1,Ketum PBNU Tegaskan Organisasi RAHIM untuk Lepas Logo NU https://t.co/ZlErC7qTac lewat @Keuangan News https://t.co/2oJI5uEUQt,1.81337E+18,https://pbs.twimg.com/media/GSpfc26aoAAzhY5.jpg,,in,,0,0,1,https://x.com/keuangannews_id/status/1813366755659764085,1.22644E+18,keuangannews_id
1.81333E+18,Wed Jul 17 00:14:31 +0000 2024,1,@NovalAssegaf Dari dulu NU pro israel. Mantan ketua umum PBNU saja ketika jd presiden wacanakan membuka diplomasi dg israel dan ikut yayasan shimon peres,1.81337E+18,,NovalAssegaf,in,,0,0,0,https://x.com/ikebane87280459/status/1813366635027411012,1.56055E+18,ikebane87280459
1.81337E+18,Wed Jul 17 00:13:16 +0000 2024,1,@YahyaCStaquf baiknya ngurus tambang saja .. @NUgarislucu yang urus NU lebih manthabb https://t.co/XSjIwqScZN PBNU menyampaikan permintaan maaf usai Nahdliyin temui Presiden Israel Isaac Herzog. PBNU juga mengungkap 'dalang' di balik terjadinya pertemuan ,1.81337E+18,,YahyaCStaquf,in,"Bantul, Indonesia",0,0,0,https://x.com/Sigitsoenoto/status/1813366320941117690,2515756261,Sigitsoenoto
1.81336E+18,Wed Jul 17 00:13:08 +0000 2024,0,@pringadi_as Mungkin itu bedanya om NU itu ada kultural dan ada struktural yang kultural ini kadang gak peduli ama struktural. Makanya meski yang ngaku NU puluhan juta pemilih PKB gak sebanyak itu. Kakek gw ngaku NU tapi kalau ditanya ketua PBNU siapa bel,1.81337E+18,,pringadi_as,in,127.0.0.1,0,0,0,https://x.com/TukangParaf/status/1813366289488126343,115693704,TukangParaf
1.81337E+18,Wed Jul 17 00:10:58 +0000 2024,0,Disisi lain segelintir orang dari organisasi keIslaman di Indonesia ketawa ketiwi bersama pemimpin pembunuh Netanyahu United PBNU #FreePalestine #FreePalestine https://t.co/0LN9DkK5RK,1.81337E+18,https://pbs.twimg.com/ext_tw_video_thumb/1813362530674429952/pu/img/4zJFfEDw86wWhGY3.jpg,,in,,0,0,0,https://x.com/Neiska21/status/1813365743486169480,1.75874E+18,Neiska21
1.81337E+18,Wed Jul 17 00:10:52 +0000 2024,0,pie jal cc. @gusmusgusmu @YahyaCStaquf @PBNU1926 @billmarsudi @DakwahPBNU @Lakpesdam_PBNU https://t.co/0pGCbiam27,1.81337E+18,https://pbs.twimg.com/media/GSpegTFaAAA-efJ.jpg,,in,,0,0,0,https://x.com/RinduBae_Wish/status/1813365717192044806,1.60482E+18,RinduBae_Wish
1.81309E+18,Wed Jul 17 00:06:19 +0000 2024,0,@alisyarief ketua PBNU yg ini berbeda dgn ketua² terdahulu...,1.81336E+18,,alisyarief,in,"Jakarta Capital Region, Indone",0,0,0,https://x.com/DermagaGarely/status/1813364571912167561,1.51369E+18,DermagaGarely
1.81336E+18,Wed Jul 17 00:06:10 +0000 2024,0,Ketum PBNU Minta Maaf Terkait 5 Nahdliyin Bertemu Presiden Israel https://t.co/wFumSSaHFo,1.81336E+18,,,in,Karawang,0,0,0,https://x.com/infoka_id/status/1813364537074315397,1.25799E+18,infoka_id
1.81281E+18,Wed Jul 17 00:05:51 +0000 2024,0,@Generasi_MudaNU Dulu pak Yahya jg pernah kan ke Israel.. Mungkin mereka yg ke Israel minta dukungan biar bs terpilih jd Ketum PBNU spt pak Yahya.. Who knows..,1.81336E+18,,Generasi_MudaNU,in,Bekasi - Indonesia,0,0,0,https://x.com/Gatsme/status/1813364454182326276,235207404,Gatsme
1.81336E+18,Wed Jul 17 00:04:16 +0000 2024,0,Jangan cuma omdo mereka tercatat org NU dan punya attribute lengkap NU... kalau emang gentle proses hukum secepatnya... Yakin NU/ PBNU punya keberanian?????,1.81336E+18,,,in,,0,0,0,https://x.com/Robbyarr24/status/1813364056356749422,1.71604E+18,Robbyarr24
1.81336E+18,Wed Jul 17 00:04:05 +0000 2024,1,@5teV3n_Pe9eL ketua PBNU saat ini berbeda dgn ketua²nya terdahulu yg kharismatik dan di segani...,1.81336E+18,,5teV3n_Pe9eL,in,"Jakarta Capital Region, Indone",0,0,0,https://x.com/DermagaGarely/status/1813364009716047987,1.51369E+18,DermagaGarely
1.81333E+18,Wed Jul 17 00:03:04 +0000 2024,0,@NovalAssegaf Pribadi kenapa pas jadi ketua PBNU apa masih kurang subsidi dari pemerintah ?,1.81336E+18,,NovalAssegaf,in,,0,0,0,https://x.com/Pecel_Lele5678/status/1813363755285369157,1.2574E+18,Pecel_Lele5678
1.81336E+18,Wed Jul 17 00:02:44 +0000 2024,0,Ketua PBNU Minta Maaf Ungkap Dalang yang Ajak 5 Pengurus NU Bertemu Presiden Israel https://t.co/nbGFkykvpo,1.81336E+18,,,in,Indonesia,0,0,0,https://x.com/MSNindonesia/status/1813363669050237100,262026799,MSNindonesia
1.81336E+18,Wed Jul 17 00:02:04 +0000 2024,0,PBNU Beri Sanksi ke 5 Anggotanya yang Bertemu Presiden Israel https://t.co/0CbwP7y2Ze,1.81336E+18,,,in,Jakarta,0,0,0,https://x.com/BloombergTZ/status/1813363501555130419,1.58297E+18,BloombergTZ
1.81336E+18,Wed Jul 17 00:01:14 +0000 2024,0,Yahya Tegaskan Semua Kerja Sama Internasional NU Mesti Diketahui PBNU https://t.co/ncz9Ok4HRX,1.81336E+18,,,in,,0,1,0,https://x.com/CNNIndonesia/status/1813363294884999321,17128975,CNNIndonesia
1.81313E+18,Tue Jul 16 23:58:45 +0000 2024,1,@CNNIndonesia PBNU selama ini blm pernah ada manfaat buat umat kecuali buat yg ingin menjabat,1.81336E+18,,CNNIndonesia,in,0 cm dari hati mu,0,2,0,https://x.com/zedd_mza/status/1813362669262688716,480944133,zedd_mza
1.81274E+18,Tue Jul 16 23:57:01 +0000 2024,0,@muchlis_ar Propaganda israel terus gencar seakan akan tindakan merampas tanah rakyat Palestina benar dan yg melawan disebut teroris. Mereka mencari yg mudah dipengaruhi dibayar dan dikasih daging/tulang lalu jadilah buzzerp yg siap endorse. Rafah PBNU,1.81336E+18,,muchlis_ar,in,,0,1,0,https://x.com/BeekeeperIndo/status/1813362232593723748,1.74895E+18,BeekeeperIndo
1.81336E+18,Tue Jul 16 23:29:34 +0000 2024,0,Kok bisa ya jadi ketua PBNU dg Allah SWT saja tidak takut nauzubillahminjalik,1.81336E+18,,,in,,0,0,0,https://x.com/AgusPan49950683/status/1813355323685761100,1.57368E+18,AgusPan49950683
1.81336E+18,Tue Jul 16 23:28:28 +0000 2024,1,Bubarkan PBNU atau pecat Yahya?? Mana yg lebih baik??,1.81336E+18,,,in,,1,3,0,https://x.com/ucoxregar/status/1813355047708946804,8.04501E+17,ucoxregar
1.81316E+18,Tue Jul 16 23:26:28 +0000 2024,0,@KompasTV Bah... Manusia kera ketemu manusia terkutuk dari Indonesia... Siapa yg mengkader 5 org hewan terkutuk itu utk ketemu presiden manusia kera? Ya pastilah manusia terkutuk ketua Nyetayahu United.. @PBNU1926 @PBNU_164 https://t.co/zbzHjqBwcj,1.81335E+18,,KompasTV,in,Indonesia,0,1,0,https://x.com/mariadi63425147/status/1813354545449431517,555944814,mariadi63425147
1.81335E+18,Tue Jul 16 23:25:08 +0000 2024,0,Hai PBNU... 5 Kera Cendikiawan Kalian Benar2 Pengkhianat Konstitusi NKRI. NIR EMPATI Terhadap Penderitaan Rakyat Palestina. Dengan Sombongnya Kera2 Cendikiawan Kalian Bersahabat Dengan Penjajah Zionist Laknatullah. Muhammadiyah Musuh NU https://t.co/evaPN0EB2D,1.81335E+18,https://pbs.twimg.com/media/GSpUCf4aMAAxACh.jpg,,in,,0,1,0,https://x.com/MamanPiyul/status/1813354208965616089,1.75033E+18,MamanPiyul
1.81335E+18,Tue Jul 16 23:25:05 +0000 2024,0,Ketua Umum Pengurus Besar Nahdaltul Ulama (PBNU) Yahya Cholil Staquf menyampaikan permohonan maaf atas tindakan lima orang aktivis NU yang bertemu dengan Presiden Israel Isaac Herzog. Pertemuan tsb diabadikan dalam sebuah Foto dan menjadi viral pada Minggu (14/07). Pertemuan lima https://t.co/pPmvzMlwIv,1.81335E+18,https://pbs.twimg.com/media/GSpUBdSa0AA8How.jpg,,in,,0,0,0,https://x.com/RadioElshinta/status/1813354196747551155,121640063,RadioElshinta
